"id","name","region","size","climat","population","points","residential and adjacent spaces","street networks","green spaces","public and business infrastructure and adjacent spaces","social and leisure infrastructure and adjacent spaces","citywide space","img"
"1049","Холм","Новгородская область","Малый город","условно комфортный климат","3,4 тыс.чел.","179","17","31","37","27","29","38","https://api.индекс-городов.рф/uploads/city/emblem/4058/thumb_715_holm.png"
"1050","Кондрово","Калужская область","Малый город","условно комфортный климат","14,6 тыс.чел.","168","33","33","16","21","30","35","https://api.индекс-городов.рф/uploads/city/emblem/3651/thumb_308_Kondrovo.png"
"1051","Данков","Липецкая область","Малый город","условно комфортный климат","18,7 тыс.чел.","180","44","36","23","23","26","28","https://api.индекс-городов.рф/uploads/city/emblem/3511/thumb_166_dankov.gif"
"1052","Калининск","Саратовская область","Малый город","условно комфортный климат","15,5 тыс.чел.","166","32","39","19","26","15","35","https://api.индекс-городов.рф/uploads/city/emblem/3590/thumb_246_kalininsk.png"
"1053","Белев","Тульская область","Малый город","условно комфортный климат","12,6 тыс.чел.","177","39","24","25","34","23","32","https://api.индекс-городов.рф/uploads/city/emblem/3403/thumb_58_belev.png"
"1054","Ясный","Оренбургская область","Малый город","условно комфортный климат","15,2 тыс.чел.","175","46","35","24","16","22","32","https://api.индекс-городов.рф/uploads/city/emblem/4114/thumb_772_yasny.png"
"1055","Майский","Республика Кабардино-Балкария","Малый город","условно комфортный климат","26,7 тыс.чел.","158","39","17","19","20","25","38","https://api.индекс-городов.рф/uploads/city/emblem/3728/thumb_385_Maiskiy.png"
"1056","Нюрба","Республика Саха (Якутия)","Малый город","тяжелые климатические условия","9,7 тыс.чел.","129","17","28","14","18","16","36","https://api.индекс-городов.рф/uploads/city/emblem/3820/thumb_477_nurba.png"
"1057","Большой Камень","Приморский край","Малый город","условно комфортный климат","39,1 тыс.чел.","161","34","28","27","10","30","32","https://api.индекс-городов.рф/uploads/city/emblem/3434/thumb_89_bolshoi_kamen.png"
"1058","Балтийск","Калининградская область","Малый город","условно комфортный климат","33,7 тыс.чел.","180","36","27","29","22","30","36","https://api.индекс-городов.рф/uploads/city/emblem/3396/thumb_51_baltiysk.png"
"1059","Костомукша","Республика Карелия","Малый город","тяжелые климатические условия","29,6 тыс.чел.","179","37","30","20","30","26","36","https://api.индекс-городов.рф/uploads/city/emblem/3660/thumb_317_kostomuksha.png"
"1060","Судогда","Владимирская область","Малый город","условно комфортный климат","10,1 тыс.чел.","177","35","27","17","42","22","34","https://api.индекс-городов.рф/uploads/city/emblem/3985/thumb_642_sudogda.png"
"1061","Ярославль","Ярославская область","Крупный город","условно комфортный климат","608,4 тыс.чел.","212","42","30","29","36","41","34","https://api.индекс-городов.рф/uploads/city/emblem/4404/thumb_1062_Yaroslavl.png"
